industry,requested_amount_usd,milestone_count,team_experience_years,is_successful
Health Care,35301007.0,5,2.0588637919233403,1
Software,23000000.0,2,2.0698151950718686,1
Software,15000000.0,3,4.128678986995209,1
Mobile,0.0,1,1.998631074606434,1
Software,21189.0,1,0.676249144421629,0
Business Services,50000000.0,1,1.0,0
Cars,370000.0,2,0.4188911704312115,0
Big Data,20000000.0,2,1.3278576317590691,1
Software,10400000.0,2,1.0,0
Cloud Computing,0.0,1,3.02258726899384,1
Analytics,198007658.0,8,1.163586584531143,1
Clean Energy,1550000.0,1,2.891170431211499,0
Curated Web,120000.0,1,0.0,0
Social Media,0.0,1,7.734428473648186,1
Android,2094920.0,4,0.5804243668720055,1
Curated Web,950000.0,1,0.8323066392881588,1
Creative,850000.0,2,0.5804243668720055,0
Advertising,40242738.0,6,0.5804243668720055,1
Enterprises,0.0,1,0.0,0
Clean Technology,845000000.0,9,2.833675564681725,1
Distribution,283000000.0,1,10.516084873374401,1
Clean Technology,6000000.0,1,1.0,0
Advertising,3200000.0,3,1.0677618069815196,1
Software,14000000.0,1,5.631759069130732,1
Application Platforms,0.0,1,1.1498973305954825,0
Games,4340000.0,3,0.0,1
Semiconductors,19000000.0,1,2.329911019849418,1
Biotechnology,15510000.0,1,121.8754277891855,1
Computers,25100000.0,2,1.0,1
Information Technology,5400000.0,1,1.0,0
Databases,44300000.0,1,1.0,0
Hardware + Software,57000000.0,3,2.9322381930184807,1
Music,0.0,1,2.830937713894593,1
Mobile,25000.0,1,0.10677618069815195,0
Android,2574556.0,1,2.940451745379877,0
Collaboration,2700000.0,1,0.16700889801505817,0
Software,8105000.0,6,2.674880219028063,0
Internet,8000000.0,1,1.0,0
News,0.0,1,0.0,0
Web Hosting,5750095.0,2,6.5927446954141,1
Software,44900000.0,4,4.098562628336755,1
Web Hosting,41551329.0,3,6.863791923340178,1
Software,44000000.0,3,4.0219028062970565,1
Software,5700000.0,1,1.0,1
Games,7500000.0,1,8.093086926762492,1
Public Relations,2154000.0,3,3.652292950034223,0
Computers,300000000.0,1,15.052703627652292,1
Computers,10402868.417585,1,5.8507871321013,1
Insurance,18000.0,1,1.0,0
Games,0.0,1,0.785763175906913,0
Search,400000.0,1,4.517453798767967,0
Software,5800000.0,1,2.00684462696783,0
Coupons,1073497.0,2,0.0,0
Brewing,56829.0,1,1.0,0
Delivery,6000.0,1,0.0,0
Health Care,51000000.0,1,18.250513347022586,1
Clean Technology,6660000.0,2,0.4791238877481177,0
Hardware + Software,7000000.0,1,0.08213552361396304,1
Manufacturing,120794.0,1,2.0698151950718686,0
Audio,40000000.0,5,1.6919917864476386,1
Social Media,1000000.0,1,0.5037645448323066,0
Curated Web,0.0,1,0.0,0
Innovation Management,2000000.0,1,1.0,1
Enterprise Software,1400000.0,1,1.0,1
Apps,90000000.0,5,0.0,1
Banking,13596.0,1,0.07939767282683094,0
Wearables,17000000.0,2,2.2012320328542097,0
Advertising,125000.0,2,0.0,0
E-Commerce,1000000.0,1,1.1690622861054072,1
Analytics,100000.0,1,0.0,1
Brand Marketing,0.0,1,1.0,0
Software,6000000.0,1,4.695414099931554,1
Logistics,1500000.0,1,1.0,0
Games,0.0,2,3.915126625598905,1
Cloud Data Services,9495622.95886318,3,14.061601642710473,1
E-Commerce,240000.0,1,0.2518822724161533,1
Mobile,19900000.0,3,0.6324435318275154,1
Software,1650000.0,1,1.1827515400410678,1
Curated Web,0.0,1,0.0,1
Curated Web,450000.0,2,0.12046543463381246,0
Flash Sales,65000.0,2,0.06570841889117043,0
Advertising,550000.0,1,0.06297056810403832,0
E-Commerce,1200000.0,1,1.0,1
Cloud Computing,1500000.0,1,0.6023271731690623,0
Advertising,7300000.0,2,0.3258042436687201,1
Advertising,15000000.0,1,5.084188911704312,0
E-Commerce,6500000.0,2,0.4188911704312115,1
Sports,25000.0,1,0.1834360027378508,0
Apps,0.0,1,0.04654346338124572,0
Financial Services,5000000.0,1,12.32580424366872,0
Software,4000000.0,1,20.66803559206023,1
Trading,0.0,1,0.837782340862423,1
Curated Web,55600000.0,7,1.2101300479123889,1
Analytics,0.0,1,25.689253935660506,1
Mobile,0.0,1,4.03832991101985,1
Social Media,200000.0,1,1.4154688569472964,0
Internet Radio Market,103000000.0,1,1.0,0
Consumer Goods,210000.0,1,0.08213552361396304,0
Bitcoin,1250000.0,2,0.6297056810403833,0
Advertising,16924999.0,5,0.188911704312115,1
Business Services,103703.0,1,3.2854209445585214,0
Marketing Automation,70000.0,1,0.0,0
Bridging Online and Offline,0.0,1,0.7501711156741958,1
Real Estate,409562.0,1,0.0,0
E-Commerce,325000.0,1,2.0095824777549622,0
Curated Web,0.0,1,1.0,0
Real Estate,0.0,1,2.349075975359343,0
Advertising,24030000.0,3,0.8432580424366872,1
E-Commerce,700000.0,1,0.4106776180698152,0
Big Data,450000.0,1,1.1279945242984257,0
E-Commerce,1000000.0,1,0.9007529089664613,1
E-Commerce,20000009.6565487,2,1.5441478439425051,1
E-Commerce,36962500.0,6,0.32854209445585214,1
E-Commerce,625000.0,1,2.858316221765914,1
Curated Web,1200000.0,1,0.0,0
Advertising,750000.0,1,2.0588637919233403,0
Analytics,1569585.0,2,0.4161533196440794,0
Curated Web,0.0,1,1.0,1
Content,6000000.0,1,3.3921971252566734,0
Mobile,1025000.0,3,0.013689253935660506,1
Mobile,12000000.0,2,0.0,0
Hardware + Software,5980000.0,1,1.0,0
Local Search,4014726.0,1,0.0,0
Finance,10000000.0,2,9.103353867214237,1
Content,1000000.0,2,0.0,1
Enterprise Software,244000.0,1,2.91854893908282,0
Mobile,4250000.0,2,1.462012320328542,1
Mobile,29000000.0,1,1.5770020533880904,1
Digital Rights Management,0.0,1,3.8576317590691307,0
Advertising,14500000.0,2,2.9979466119096507,1
Consulting,374792349.0,3,3.0006844626967832,1
Finance,15000000.0,1,1.0,0
Software,5000000.0,1,5.018480492813142,1
Marketplaces,2000000.0,1,13.273100616016427,1
Hardware + Software,10000000.0,1,5.779603011635865,0
Advertising,1290000.0,1,1.0,0
Games,3000000.0,1,1.0,0
Biotechnology,64016800.0,6,1.0,0
Analytics,35600000.0,6,0.0,1
Mobile,0.0,1,1.0,1
Automotive,1678603.0,1,5.155373032169747,1
Advertising Platforms,153553.0,1,0.6652977412731006,0
Entertainment,886210.0,1,0.0,0
Big Data,1944976.0,1,4.37782340862423,0
Enterprise Software,9856183.0,2,0.8514715947980835,1
Biotechnology,0.0,1,4.084873374401095,1
Software,44307221.0,2,1.0,1
Analytics,1178000.0,5,2.083504449007529,1
E-Commerce,15500000.0,3,0.4161533196440794,1
Finance,0.0,3,0.0,1
Curated Web,1000000.0,1,1.0349075975359343,0
Mobile,9250000.0,2,29.01574264202601,1
Health Care,59463635.0,10,0.6625598904859685,0
Health Care,10414530.0,6,1.0,0
Curated Web,250000.0,1,0.33401779603011633,0
Biotechnology,54800000.0,5,4.583162217659138,1
Document Management,10000.0,2,0.0,1
Banking,16000000.0,1,7.493497604380561,1
EdTech,3000000.0,1,2.847364818617385,0
Design,10500000.0,1,1.0,1
Hospitals,1250000.0,1,1.0,0
Biotechnology,1950000.0,2,4.969199178644764,1
Biotechnology,10794877.0,1,15.994524298425736,1
Enterprise Software,0.0,1,0.9034907597535934,1
Biotechnology,97200000.0,5,1.1718001368925393,1
Biotechnology,104999998.0,6,0.10130047912388775,1
Semiconductors,150000000.0,3,4.101300479123887,1
Mobile,20000.0,1,0.0,0
Messaging,60000.0,1,0.0,0
Biotechnology,6211154.0,2,2.5023956194387407,1
Software,11350000.0,2,7.025325119780972,1
Security,1250000.0,1,4.087611225188227,0
Communications Infrastructure,0.0,1,3.8548939082819986,1
Analytics,2150000.0,3,1.6892539356605065,1
E-Commerce,8300000.0,1,1.0,1
Software,8000000.0,1,4.043805612594114,1
Health Care,102569484.0,4,1.0,1
EDA Tools,18813485.0,3,2.6995208761122518,1
Clean Technology,135000000.0,1,1.0,0
Information Services,31568890.0,1,0.0,0
Enterprises,5000000.0,1,12.0,0
Health Care,7200000.0,3,19.98904859685147,1
Information Technology,1000000.0,1,0.0,0
Software,339000.0,1,13.749486652977414,1
Business Services,120000000.0,1,0.0,0
Information Services,40000000.0,1,0.0,0
Services,70000000.0,2,0.0,0
Architecture,5150000000.0,2,4.971937029431896,1
Web Hosting,54300000.0,3,20.774811772758383,1
Information Technology,20000000.0,1,14.245037645448322,1
Photography,0.0,1,0.16700889801505817,1
Mobile,0.0,1,0.49555099247091033,1
Hardware + Software,23000000.0,6,0.49828884325804246,1
Health Care,158500000.0,2,7.457905544147844,1
Web Hosting,16100000.0,2,2.239561943874059,1
Apps,0.0,1,0.0,0
Advertising,5000000.0,2,1.9630390143737166,1
Software,0.0,1,0.2546201232032854,1
Social Media,516799.0,2,1.0,0
Semiconductors,155111530.0,3,13.152635181382614,1
Carbon,18414560.0,2,6.496919917864476,0
Biotechnology,6618000.0,1,11.832991101984941,1
Information Technology,14500000.0,2,1.0,0
Clinical Trials,21513913.0,1,1.0,1
Hardware + Software,34000000.0,3,6.661190965092403,1
Biotechnology,2750.0,1,22.198494182067076,0
Biotechnology,31000002.0,4,1.0,1
Mobile Commerce,0.0,1,0.6899383983572895,1
Finance,89500000.0,4,4.0,0
Analytics,2064000.0,2,0.9500342231348392,0
Advertising,110000000.0,1,0.0,1
Music,5000000.0,1,1.0,1
Pharmaceuticals,3270326.0,1,12.303901437371664,0
Games,3625000.0,2,0.03559206023271732,0
Games,24000000.0,1,36.01916495550992,1
Construction,10653150.248667,1,1.0,0
Software,19950000.0,2,7.293634496919918,1
Games,0.0,1,1.08145106091718,0
Finance,5100000.0,1,1.0,0
Banking,325000000.0,1,2.8720054757015743,1
Enterprise Software,10000000.0,1,1.0,1
Analytics,1500000.0,1,4.164271047227926,1
Ad Targeting,1000000.0,1,0.5804243668720055,0
Biotechnology,0.0,1,15.51813826146475,1
Advertising,0.0,1,16.514715947980836,1
Design,1012227.25780978,2,6.543463381245722,0
Enterprises,18400000.0,2,1.0,0
E-Commerce,1100000.0,2,0.2929500342231348,0
Biotechnology,56100003.0,5,1.0,1
Advertising,0.0,1,0.0,1
Security,0.0,1,2.305270362765229,1
Enterprise Software,1434300.0,1,2.546201232032854,0
Clean Technology,5000000.0,1,3.4962354551676933,0
SaaS,67192715.0,6,1.051334702258727,1
Health Care,34999999.0,4,2.8993839835728954,1
Mobile,1000000.0,1,1.0,1
Biotechnology,4973170.0,6,2.976043805612594,1
Fitness,22500000.0,1,1.0,1
Biotechnology,45434000.0,4,2.3600273785078714,1
Health Care,13797958.0,3,12.747433264887064,1
Curated Web,63925.0,1,0.13415468856947296,0
Health and Wellness,1500000000.0,1,35.62217659137577,1
Health Care,285000.0,1,1.0,0
Biotechnology,68589111.0,4,5.023956194387406,1
Data Visualization,165000.0,1,1.0,1
Biotechnology,526000.0,1,1.0,1
Health Care,36050344.0,7,2.1519507186858315,1
Biotechnology,37000000.0,1,1.0,1
Biotechnology,29214350.0,1,1.0,0
Health Care,232601872.0,10,0.49555099247091033,1
Biotechnology,55000000.0,2,4.501026694045175,0
Enterprise Software,123000000.0,2,4.032854209445585,1
Health Care,22000000.0,2,1.0,0
Software,11795000.0,3,1.0,0
Biotechnology,15000000.0,2,21.946611909650922,1
Medical Devices,11220000.0,1,1.0,1
Biotechnology,66500000.0,4,1.9274469541409993,1
Biotechnology,750000.0,1,1.0,1
Android,0.0,1,0.9144421629021219,1
Biotechnology,6215250.0,1,2.4914442162902124,1
Auto,3000000.0,1,7.824777549623546,1
Curated Web,0.0,2,0.0,1
E-Commerce,10000000.0,2,1.0,1
Android,2030882.0,4,0.0,1
Business Services,75000000.0,1,12.180698151950718,1
Curated Web,110800000.0,6,0.08487337440109514,1
Elder Care,25000.0,1,0.0,0
Curated Web,8832393.0,3,3.707049965776865,1
Curated Web,100000.0,1,1.0,0
Employment,25000.0,1,0.8049281314168378,0
Health and Wellness,25053750.0,4,1.0,1
Software,6800000.0,1,3.4387405886379194,1
Software,2600000.0,3,0.42984257357973993,1
Finance,60000000.0,1,10.362765229295004,1
Biotechnology,27000000.0,1,11.887748117727584,1
Curated Web,0.0,1,0.8350444900752909,0
Biotechnology,32000000.0,1,1.0,0
Cars,100000.0,1,0.06297056810403832,0
Auctions,150000.0,1,0.7529089664613279,0
Food Processing,0.0,1,3.4140999315537304,1
Baby Boomers,23519998.0,4,0.6652977412731006,0
Innovation Management,1913318.0,1,1.0,0
Biotechnology,0.0,1,1.0,1
Biotechnology,2000000.0,1,1.3278576317590691,1
Cosmetics,0.0,1,0.4544832306639288,1
Curated Web,1625900.0,2,1.4976043805612593,0
Biotechnology,2250000.0,1,6.1738535249828885,0
Environmental Innovation,10000000.0,4,8.580424366872005,1
E-Commerce,1593610.0,3,2.4969199178644765,0
Oil & Gas,6000000.0,1,1.0,1
Apps,450000.0,1,0.0,0
Cars,0.0,1,0.2518822724161533,0
Document Management,1230000.0,1,3.865845311430527,1
Biotechnology,2670000.0,1,1.0,1
Clean Technology,130000.0,1,0.0,0
E-Commerce,25000.0,1,0.0,0
E-Commerce,7000000.0,2,1.949349760438056,1
Auto,10850000.0,4,0.6652977412731006,0
Automotive,350000.0,1,0.0,1
Health Care,16925000.0,2,1.0,1
Mobile,18799999.0,3,1.9657768651608487,1
Design,0.0,1,0.09034907597535935,1
Hospitality,1200000.0,1,1.0,0
Apps,2000000.0,1,2.001368925393566,0
Information Technology,50000.0,1,1.0,0
Enterprise Software,4000000.0,1,4.58590006844627,0
Curated Web,13300000.0,2,2.9568788501026693,1
E-Commerce,569000000.0,1,42.64202600958248,1
Finance,30320000.0,4,4.090349075975359,1
Services,5000000.0,1,1.0,0
Computers,120000000.0,1,3.156741957563313,0
Cyber Security,11524995.0,2,1.0,1
Software,15000000.0,2,0.7446954140999316,1
Service Providers,30000.0,3,1.0,0
Software,0.0,1,1.0,0
Enterprise Software,10000000.0,1,1.0,1
Analytics,631720.0,1,0.0,1
Software,53299997.0,6,2.513347022587269,1
Health and Wellness,180999999.0,5,0.24914442162902123,1
Games,3100000.0,2,0.0,1
Biotechnology,119523736.0,9,2.0396988364134154,1
Real Estate,4500000.0,1,1.0,0
Biotechnology,15100000.0,1,1.0,0
Application Platforms,6000000.0,1,1.0,0
Semiconductors,0.0,1,0.16153319644079397,0
Biotechnology,2000000.0,1,7.2032854209445585,1
Enterprise Software,2000000.0,1,1.0,1
Apps,0.0,1,0.4079397672826831,0
Android,9300000.0,2,1.5852156057494866,0
Curated Web,5500000.0,1,0.34770704996577684,0
Advertising,2600000.0,2,0.06844626967830253,0
Professional Services,25000.0,1,1.002053388090349,0
Databases,75000000.0,1,4.060232717316906,1
Social Media,2743500.0,3,1.9548254620123204,0
Big Data,15500000.0,2,0.758384668035592,1
Facebook Applications,16350000.0,3,0.0,1
Curated Web,15000000.0,2,0.5037645448323066,1
Bio-Pharm,5000000.0,1,1.0,0
Nanotechnology,1400000.0,1,1.0,1
Semiconductors,92989194.0,4,2.6639288158795345,1
Web Hosting,38000000.0,2,1.7467488021902806,0
Messaging,2000000.0,2,0.6023271731690623,1
Biotechnology,0.0,1,3.704312114989733,1
CRM,3500000.0,1,0.46269678302532513,0
Online Identity,5500000.0,1,1.0,0
Environmental Innovation,2000000.0,1,1.0,0
Enterprise Software,6500000.0,1,1.0,0
Enterprise Software,50000000.0,3,8.317590691307323,1
Education,0.0,2,6.663928815879535,1
Hospitals,430000.0,1,1.0,1
Software,150000000.0,1,1.0,1
Biotechnology,1191901.0,1,1.0,0
Technology,50000.0,1,1.0,0
Consumers,58738637.0,1,31.616700889801507,1
Hardware + Software,8500000.0,2,1.3169062286105406,0
Enterprise Software,81000000.0,5,2.1519507186858315,1
Nonprofits,250000000.0,2,1.0,1
Biotechnology,7000000.0,1,6.1711156741957565,1
Advertising Platforms,0.0,1,0.5804243668720055,0
Biotechnology,4400000.0,1,26.633812457221083,1
Biotechnology,96876867.0,6,8.58590006844627,1
Business Intelligence,9100000.0,1,2.0698151950718686,1
Semiconductors,2000000.0,1,4.158795345653662,1
Clean Technology,2500000.0,2,4.999315537303217,1
Biotechnology,85249999.0,6,4.999315537303217,1
Biotechnology,85060000.0,5,18.63107460643395,1
Biotechnology,172013496.0,12,5.932922655715264,1
Biotechnology,2000000.0,1,1.0,1
Biotechnology,19638485.0,5,1.0,1
Biotechnology,17367286.0,3,0.919917864476386,1
Health Care,44424979.0,3,9.54962354551677,1
Biotechnology,115425741.132338,3,3.6659822039698837,0
Public Relations,5700000.0,1,1.0,1
Coupons,26000000.0,3,0.0,1
Clean Technology,62125000.0,3,1.0,0
Mobile,0.0,1,0.7474332648870636,1
Biotechnology,1047627.77785053,1,1.0,0
Curated Web,2000000.0,2,2.1820670773442847,1
Diagnostics,11200000.0,1,1.0,1
Biotechnology,7273407.0,3,5.086926762491444,1
Health Care,3845100.0,1,1.0,0
Bio-Pharm,2000000.0,1,1.0,0
Biotechnology,111641664.0,4,6.31895961670089,1
Biotechnology,10016030.0,3,3.5208761122518824,0
Biotechnology,3400000.0,1,0.6789869952087612,1
Software,18890000.0,3,0.5804243668720055,0
Internet,147000000.0,2,1.0,0
Bio-Pharm,13789744.0,3,1.0,1
Biotechnology,87500000.0,2,8.747433264887064,1
Biotechnology,100000000.0,1,1.0,0
Enterprise Software,1550000.0,1,8.328542094455852,1
Curated Web,19185000.0,3,1.379876796714579,1
Biotechnology,108119996.0,5,0.2464065708418891,1
Biotechnology,36253675.0,6,1.0,0
Finance,4663524.0,1,1.0,0
Health and Wellness,21102000.0,1,28.01368925393566,1
Cloud Computing,1000000.0,1,14.247775496235455,1
Curated Web,10400000.0,5,1.0841889117043122,0
Technology,12500000.0,1,1.0,1
Software,8700000.0,2,1.0,0
Software,28000000.0,2,6.069815195071868,1
Software,796205.0,1,1.0,0
Collaboration,7000000.0,1,2.9596167008898013,1
Semiconductors,20000000.0,1,6.965092402464066,1
Software,139050000.0,4,1.1197809719370295,1
Enterprise Software,25000.0,1,0.08487337440109514,0
Mobile,500000.0,1,0.0,0
Health Care,20000000.0,1,1.0,0
Public Relations,7999399.0,1,83.47433264887064,1
Security,16000000.0,2,5.5249828884325805,1
Software,5040000.0,1,23.665982203969882,1
Business Services,1500000.0,1,22.84188911704312,0
Biotechnology,25000000.0,2,10.13826146475017,1
Biotechnology,77700000.0,2,1.0,1
Mobile,13360000.0,4,2.2477754962354553,1
Telecommunications,17000000.0,1,18.247775496235455,1
Biotechnology,60943184.0,3,1.2594113620807665,1
Biotechnology,71500000.0,3,1.0,1
Web Hosting,456225.0,3,1.0,0
Biotechnology,137757341.803352,5,1.0,1
Clean Technology,98000000.0,2,18.73511293634497,1
Content,109500000.0,2,1.0,0
Public Relations,2600000.0,1,4.301163586584531,0
Advertising,8450000.0,2,0.0,1
Mobile,170000.0,1,3.679671457905544,0
Software,19000000.0,2,4.5366187542778915,0
Hardware + Software,4940000.0,2,0.7775496235455168,1
Business Services,6000000.0,1,1.0,0
Enterprise Software,7210210.0,4,4.648870636550308,1
Health Care,151700000.0,11,0.9144421629021219,1
Health Care,30000000.0,1,11.496235455167694,1
Web Hosting,75000000.0,1,12.616016427104723,1
Software,4500000.0,1,4.035592060232717,0
Banking,12000000.0,1,1.0,1
Biotechnology,44300000.0,2,3.0034223134839153,1
Software,1100000.0,2,1.0,1
Mobile,500000.0,1,18.05612594113621,1
Charter Schools,1300000.0,1,2.428473648186174,1
Fantasy Sports,14500000.0,2,2.521560574948665,1
Games,4500000.0,1,1.0,0
Apps,1000000.0,1,1.0,0
Health Care,938000.0,1,1.0,0
Biotechnology,36800000.0,5,25.010266940451746,1
Education,48000000.0,6,0.6652977412731006,1
Advertising,18628333.0,4,2.4941820670773445,1
Curated Web,6084516.0,2,10.792607802874743,1
Advertising,6000000.0,1,1.0,0
Auctions,75000000.0,4,2.5598904859685145,1
Curated Web,200000.0,1,1.0,0
Software,26500000.0,1,1.0,1
Biotechnology,0.0,1,9.596167008898014,1
Restaurants,1600000.0,1,8.358658453114305,0
Databases,12000000.0,1,4.060232717316906,1
Biotechnology,100000.0,1,1.0,0
Charity,3000.0,1,0.08213552361396304,0
E-Commerce,3000000.0,1,7.526351813826146,1
Specialty Foods,1500000.0,1,3.030800821355236,0
Manufacturing,10000000.0,1,19.49349760438056,1
Biotechnology,34000000.0,1,64.7419575633128,1
Brokers,6178766.0,1,36.761122518822724,1
Internet,5162513431.0,2,16.8870636550308,1
Advertising,500000.0,1,0.0,0
Leisure,50000.0,1,1.0,0
Biotechnology,201000.0,1,1.8562628336755647,1
Internet,0.0,1,0.3942505133470226,0
Analytics,251444.0,2,1.0,0
Android,1000000.0,1,0.6707734428473648,0
Health Care,21877704.0,2,1.0,1
Cyber Security,0.0,1,20.999315537303218,1
Coupons,100000.0,1,0.0,0
Consumers,252303692.0,10,0.0,1
Biotechnology,39420000.0,4,1.0321697467488022,1
Biotechnology,80540000.0,3,7.457905544147844,1
Automotive,5250000.0,2,0.8514715947980835,0
Games,1000000.0,1,0.16700889801505817,1
Financial Services,32000000.0,1,33.190965092402465,1
Databases,1250000.0,1,1.0,0
Manufacturing,22900000.0,1,1.0,1
Biotechnology,176000000.0,7,4.695414099931554,1
Semiconductors,22487000.0,3,0.0,1
E-Commerce,1500000.0,1,1.678302532511978,0
Biotechnology,256400000.0,7,1.6837782340862424,1
Social Media,100000.0,1,0.0,0
Life Sciences,9554140.0,1,1.0,1
Clean Technology,472000000.0,1,1.0,0
Public Transportation,84797290.0,4,1.0,1
Finance,400000000.0,1,13.596167008898014,0
Enterprise Software,195000000.0,1,1.0,0
Mobile,2556850.0,4,2.921286789869952,0
Biotechnology,1367369.0,2,16.76933607118412,0
Curated Web,118500000.0,6,7.665982203969883,1
Curated Web,40790797.0,1,17.472963723477072,1
Curated Web,10304000.0,1,6.672142368240931,1
Entertainment Industry,804000000.0,1,1.0,1
Semiconductors,27500000.0,3,8.361396303901437,1
Semiconductors,0.0,1,1.5003422313483916,1
Semiconductors,4140000.0,2,0.5804243668720055,1
Software,10900000.0,2,4.774811772758385,0
Video,31800000.0,2,1.0,1
Semiconductors,16000000.0,2,0.0,1
Photography,0.0,1,0.4188911704312115,1
Curated Web,0.0,1,1.0,1
Biotechnology,21000000.0,2,3.6112251882272415,0
Hardware + Software,14000000.0,1,4.969199178644764,1
Biotechnology,1954250.0,2,1.0,1
Consumer Internet,250000.0,1,0.0,0
Property Management,205000.0,2,1.0,0
Mobile,2565000.0,2,0.14510609171800137,1
Advertising,15000.0,1,0.0,0
Content,4500000.0,1,0.8952772073921971,1
Hospitality,289910.0,1,1.0,0
Apps,192644.997468094,1,0.6543463381245722,0
Finance,165000.0,1,0.8569472963723477,0
Biotechnology,16124996.0,5,11.40041067761807,1
Analytics,0.0,1,0.09856262833675565,0
Anything Capital Intensive,142200000.0,6,0.0,0
Consulting,21639640.0,6,0.10677618069815195,0
Web Hosting,5520000.0,1,5.44558521560575,1
Biotechnology,12960313.0,1,1.0,0
iOS,0.0,2,2.3901437371663246,1
Finance,0.0,1,0.0,0
Hospitality,0.0,1,0.9938398357289527,1
Business Services,0.0,1,1.0,1
Semiconductors,17400000.0,1,6.633812457221081,0
Travel,0.0,1,1.6399726214921286,0
Semiconductors,24150000.0,3,1.5852156057494866,1
Biotechnology,104332199.0,3,1.0,1
Games,3000000.0,1,0.0,1
Apps,301985.0,1,0.0,0
Software,1301000.0,2,1.0,1
Film,18442000.0,4,6.573579739904175,1
Games,0.0,1,0.0,0
Search,1000000.0,1,0.0,0
Coupons,30000.0,2,0.0,0
Security,141535713.0,8,1.3497604380561259,0
Web Hosting,42000000.0,1,4.183436002737851,1
Hardware + Software,26797546.0,4,1.3853524982888432,1
Media,5722750.0,9,0.405201916495551,0
Parenting,0.0,1,0.0,1
Analytics,0.0,1,1.5249828884325805,1
Curated Web,0.0,1,1.0,1
Content,0.0,1,1.0,0
Health Care,89200000.0,5,1.0,1
Enterprises,32500000.0,2,1.8836413415468858,0
Communications Infrastructure,2500000.0,1,2.083504449007529,1
Mobile,0.0,1,0.7611225188227242,1
Curated Web,70000.0,2,0.6652977412731006,0
Information Technology,139893.0,1,0.0,0
Sports,10000000.0,1,1.998631074606434,1
Domains,3000000.0,1,2.3600273785078714,1
News,1529666.0,2,0.5859000684462696,1
E-Commerce,6600000.0,2,0.5530458590006845,1
Software,11500000.0,2,1.0,0
Advertising,250000.0,1,0.2464065708418891,0
Curated Web,750000.0,1,0.02737850787132101,0
Advertising,1000000.0,1,1.9164955509924708,0
Crowdsourcing,55000.0,2,1.0,0
Coupons,5628800.0,1,1.0,1
Telecommunications,50360919.0,1,3.4387405886379194,1
Networking,0.0,1,0.0,0
Finance,183352.0,1,0.0,0
Coupons,770000.0,2,0.013689253935660506,0
Curated Web,422500.0,3,3.167693360711841,1
Hotels,0.0,1,1.5852156057494866,1
Content,134250.0,1,0.23545516769336072,0
Customer Service,0.0,1,1.0,1
Biotechnology,122000000.0,5,2.023271731690623,1
Media,110000.0,1,0.02737850787132101,0
E-Commerce,6515643.0,1,27.405886379192335,1
Banking,34100000.0,3,1.6454483230663928,1
Biotechnology,50912000.0,2,1.0,1
Biotechnology,275000.0,1,5.371663244353183,0
Analytics,1500000.0,1,0.3586584531143053,1
Curated Web,2700000.0,2,1.0,1
Collaboration,14219390.0,3,4.301163586584531,0
Payments,19000000.0,2,0.999315537303217,1
Advertising,500000.0,1,0.37782340862423,1
Medical Devices,6500000.0,2,0.038329911019849415,0
Health Care,11800000.0,2,1.0,1
Software,8330000.0,2,4.328542094455853,1
All Students,350000.0,2,1.5824777549623545,0
Advertising,8684459.0,3,1.4127310061601643,0
Classifieds,0.0,1,1.0,0
Software,1530000.0,2,2.5489390828199863,0
Classifieds,15000.0,1,1.2840520191649556,0
Clean Technology,0.0,1,7.627652292950034,0
Clean Technology,16193969.0,2,2.245037645448323,1
Clean Technology,1000000.0,1,1.0,0
Clean Technology,19600000.0,1,1.0,0
Biotechnology,1300000.0,1,24.711841204654345,1
Environmental Innovation,5300.0,1,0.2080766598220397,0
Clean Technology,600000.0,1,3.7481177275838466,1
Curated Web,250000.0,1,0.36960985626283366,0
Software,5000000.0,1,2.43668720054757,1
Enterprise Software,4000000.0,1,1.0,1
Software,1100000.0,1,1.0,1
Finance,127620230.0,7,0.0,1
Web Hosting,6000000.0,1,1.0,1
Enterprise Software,19200000.0,2,4.4490075290896645,1
Natural Language Processing,10000000.0,2,5.746748802190281,1
Information Technology,0.0,1,0.6379192334017796,0
Public Relations,5000000.0,1,1.0,0
Software,1000000.0,1,4.856947296372348,1
Software,3800000.0,2,6.9897330595482545,1
Advertising,1776763.0,2,0.46269678302532513,1
Security,0.0,1,1.0,1
Information Technology,300000.0,1,8.33949349760438,0
Software,730000.0,1,1.0,0
Ediscovery,29000000.0,2,1.325119780971937,1
Internet,5820000000.0,6,0.0,1
Biotechnology,66426557.0,6,0.0,1
Enterprise Software,100410283.0,4,3.8603696098562628,1
E-Commerce,5600000.0,5,1.0,1
Health and Wellness,2250002.0,3,4.057494866529774,0
Consulting,0.0,1,1.0,0
Content,11500000.0,2,9.092402464065708,1
Advertising,32500000.0,6,0.0,1
Curated Web,29972500.0,3,5.83709787816564,1
Delivery,0.0,1,5.960301163586585,1
Advertising,3000000.0,1,3.649555099247091,1
Entertainment,19000000.0,2,0.70362765229295,1
3D Technology,50000.0,1,0.0,0
Identity,20000.0,1,0.14510609171800137,1
Software,6000000.0,1,1.462012320328542,1
Software,56710000.0,3,8.676249144421629,1
Internet,0.0,1,1.0,0
Software,1000000.0,1,1.5441478439425051,0
Advertising,750000.0,1,0.648870636550308,0
Biotechnology,259611.0,2,1.0,1
Health Care,0.0,1,17.93839835728953,0
Dental,50000.0,1,1.0,0
